순취득",수출,최종수요계,총수요계,총산출,수입,생산물세(수입),수입계,도소매마진,화물운임,총공급계,,
061,석탄,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,79 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"74,063 ",0 ,0 ,0 ,"47,831 ",0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,"381,682 ",0 ,"64,540 ","124,054 ","2,413,667 ","866,228 ","827,447 ","5,840 ","5,536 ","2,925 ",0 ,52 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,"8,955,395 ",0 ,0 ,0 ,0 ,0 ,399 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"4,529 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,135 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,"13,774,415 ",0 ,0 ,0 ,0 ,"778,408 ",0 ,665 ,"779,073 ","14,553,488 ","194,364 ","11,252,854 ","3,106,270 ","14,359,124 ",0 ,0 ," 14,553,488 ",,
062,원유 및 천연가스,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"46,472,022 ","2,139,401 ","3,311,090 ",0 ,"916,176 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"4,139,441 ","16,111,857 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"73,089,987 ",0 ,0 ,0 ,0 ,"-416,719 ",0 ,"9,251 ","-407,468 ","72,682,519 ","55,427 ","70,790,854 ","1,836,238 ","72,627,092 ",0 ,0 ," 72,682,519 ",,
071,금속광물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,254 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"9,237 ","134,917 ",0 ,0 ,0 ,0 ,0 ,0 ,"9,825 ",0 ,"24,972 ",0 ,0 ,216 ,"56,970 ","5,847 ",0 ,"16,664 ","740,495 ","4,726,405 ","1,762,865 ","1,711,920 ","9,340,059 ","73,558 ","1,388 ",0 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"33,901 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,604 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,71 ,0 ,0 ,0 ,0 ,0 ,"18,650,186 ",0 ,0 ,0 ,0 ,"-61,305 ",0 ,"39,476 ","-21,829 ","18,628,357 ","98,246 ","18,530,057 ",54 ,"18,530,111 ",0 ,0 ," 18,628,357 ",,
072,비금속광물,0 ,0 ,929 ,207 ,0 ,0 ,599 ,0 ,0 ,0 ,0 ,"1,017 ",0 ,"1,184 ",0 ,119 ,348 ,"7,156 ","5,694 ","12,974 ",0 ,0 ,0 ,0 ,0 ,"2,865 ",0 ,0 ,591 ,0 ,0 ,0 ,"29,743 ","1,739 ",0 ,0 ,0 ,"27,939 ","43,172 ","405,172 ","3,584 ",0 ,"7,748 ","138,367 ","12,968 ","5,425 ","73,608 ",665 ,"10,748 ",10 ,99 ,"206,044 ","160,953 ","325,347 ","2,063,118 ","554,055 ","29,845 ","57,045 ","21,597 ","18,442 ","17,725 ",0 ,"11,627 ",323 ,"10,098 ","4,036 ","10,968 ","20,621 ","1,342 ",0 ,64 ,0 ,6 ,0 ,0 ,0 ,67 ,154 ,"1,052 ",490 ,0 ,"3,710 ",591 ,3 ,"3,832 ",160 ,"1,406 ",226 ,13 ,322 ,"2,730 ","1,966 ",741 ,0 ,0 ,"3,968 ",0 ,0 ,0 ,0 ,641 ,"2,772 ","10,699 ",823 ,0 ,0 ,0 ,0 ,"45,711 ",0 ,"49,416 ","46,192 ","57,588 ","80,314 ","36,791 ","8,103 ","3,238 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"10,572 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,57 ,0 ,"4,998 ",0 ,0 ,200 ,"2,256 ",0 ,"7,462 ",0 ,"1,038 ","14,298 ",0 ,706 ,"7,309 ",0 ,393 ,"1,147 ",0 ,0 ,"1,588 ",16 ,"4,723,685 ","15,228 ",0 ,0 ,0 ,"-66,873 ",0 ,"72,347 ","20,702 ","4,744,387 ","3,645,554 ","1,089,453 ","9,380 ","1,098,833 ",0 ,0 ," 4,744,387 ",,
081,육류 및 낙농품,584 ,421 ,129 ,"19,943 ","13,537 ",48 ,570 ,369 ,14 ,2 ,1 ,558 ,"2,739,763 ","5,235 ",119 ,179 ,"419,875 ","430,629 ","941,919 ","119,120 ",382 ,"25,623 ",104 ,"1,288 ",233 ,122 ,"59,823 ",479 ,"390,101 ",323 ,116 ,5 ,"1,108 ","1,229 ","1,425 ",116 ,"1,004 ",67 ,325 ,161 ,"1,303 ",116 ,"20,464 ",315 ,212 ,"11,709 ","25,171 ",268 ,"1,586 ",25 ,127 ,193 ,"1,406 ",57 ,377 ,365 ,163 ,672 ,49 ,199 ,403 ,659 ,93 ,"1,224 ",574 ,"1,148 ","3,727 ",593 ,60 ,48 ,79 ,134 ,206 ,67 ,132 ,30 ,49 ,313 ,47 ,94 ,122 ,192 ,58 ,325 ,237 ,261 ,294 ,155 ,98 ,155 ,186 ,566 ,500 ,118 ,11 ,581 ,84 ,27 ,24 ,11 ,277 ,"1,042 ","83,393 ",329 ,197 ,458 ,168 ,"14,084 ","1,888 ",164 ,212 ,272 ,212 ,247 ,270 ,175 ,132 ,"33,750 ",35 ,226 ,637 ,56 ,783 ,879 ,51 ,386 ,30 ,138 ,"15,926,394 ","5,357 ",811 ,"1,261 ",128 ,744 ,"7,790 ",613 ,134 ,"2,218 ",895 ,"1,430 ",560 ,236 ,0 ,243 ,999 ,"39,529 ","11,706 ",463 ,778 ,"5,670 ",491 ,"1,441 ","4,019 ","5,294 ","492,201 ",893 ,"785,402 ","10,443 ","1,306,474 ","18,861 ","816,696 ","32,338 ",424 ,"1,158 ","4,994 ","24,885,090 ","17,131,450 ",0 ,0 ,0 ,"-88,614 ",0 ,"423,990 ","17,466,826 ","42,351,916 ","33,118,289 ","8,229,463 ","1,004,164 ","9,233,627 ",0 ,0 ," 42,351,916 ",,
082,수산가공품,203 ,144 ,42 ,106 ,153 ,14 ,194 ,126 ,3 ,1 ,0 ,192 ,"23,075 ","2,134,928 ",43 ,114 ,"54,242 ","163,831 ","528,613 ","91,972 ",130 ,132 ,35 ,19 ,68 ,37 ,100 ,104 ,25 ,113 ,40 ,0 ,41 ,106 ,268 ,38 ,348 ,21 ,109 ,66 ,451 ,47 ,"3,229 ",38 ,72 ,"1,566 ",49 ,94 ,312 ,24 ,49 ,52 ,49 ,20 ,122 ,96 ,75 ,218 ,17 ,58 ,123 ,134 ,24 ,680 ,115 ,184 ,972 ,207 ,27 ,24 ,31 ,32 ,93 ,28 ,45 ,26 ,17 ,110 ,22 ,32 ,42 ,74 ,20 ,35 ,64 ,48 ,78 ,32 ,48 ,47 ,157 ,803 ,146 ,41 ,1 ,62 ,39 ,12 ,11 ,3 ,94 ,61 ,"39,080 ",117 ,66 ,158 ,56 ,"3,429 ",0 ,44 ,74 ,95 ,72 ,85 ,95 ,64 ,45 ,"11,571 ",16 ,77 ,219 ,19 ,275 ,307 ,18 ,133 ,11 ,46 ,"4,305,232 ",174 ,281 ,435 ,41 ,87 ,"1,822 ",212 ,45 ,94 ,307 ,490 ,190 ,80 ,0 ,86 ,357 ,"37,148 ","2,032 ",110 ,157 ,"1,213 ",167 ,80 ,"1,448 ","1,917 ","122,781 ",264 ,"200,247 ",795 ,"257,590 ",457 ,"15,604 ","6,526 ",101 ,292 ,"3,629 ","8,029,941 ","6,890,072 ",0 ,0 ,0 ,"79,045 ",0 ,"2,339,687 ","9,308,804 ","17,338,745 ","11,185,847 ","5,862,149 ","290,749 ","6,152,898 ",0 ,0 ," 17,338,745 ",,
083,정곡 및 제분,"2,205 ","1,845 ","1,125 ","6,669 ","10,760 ",58 ,"1,008 ",282 ,8 ,4 ,2 ,445 ,"14,653 ","5,629 ","112,104 ","35,712 ","1,599,026 ","101,678 ","784,919 ","469,864 ","79,289 ","2,277 ",83 ,35 ,508 ,84 ,255 ,231 ,43 ,257 ,84 ,10 ,126 ,394 ,614 ,78 ,807 ,48 ,265 ,125 ,"1,034 ",107 ,"2,713 ",375 ,166 ,"2,336 ","12,790 ",213 ,719 ,19 ,114 ,76 ,65 ,46 ,278 ,204 ,135 ,430 ,40 ,134 ,286 ,311 ,56 ,557 ,219 ,404 ,"2,213 ",461 ,22 ,11 ,50 ,127 ,173 ,39 ,105 ,23 ,39 ,245 ,9 ,74 ,98 ,152 ,46 ,64 ,137 ,105 ,182 ,73 ,78 ,108 ,128 ,446 ,295 ,97 ,8 ,124 ,29 ,13 ,11 ,10 ,217 ,114 ,"25,779 ",208 ,129 ,304 ,103 ,"8,041 ",1 ,72 ,164 ,217 ,162 ,201 ,173 ,125 ,103 ,"43,904 ",9 ,175 ,505 ,45 ,621 ,700 ,42 ,307 ,23 ,109 ,"5,040,279 ","29,678 ",643 ,"1,001 ",89 ,201 ,"2,764 ",486 ,100 ,210 ,677 ,"1,079 ",422 ,178 ,0 ,197 ,779 ,"6,194 ","3,663 ",249 ,357 ,"2,312 ",387 ,182 ,663 ,"3,367 ","129,201 ",649 ,"360,444 ","9,705 ","349,892 ",679 ,"1,355 ","14,371 ",209 ,659 ,"3,724 ","9,312,829 ","3,593,275 ",0 ,0 ,0 ,"-28,190 ",0 ,"125,826 ","3,690,911 ","13,003,740 ","12,066,723 ","910,975 ","26,042 ","937,017 ",0 ,0 ," 13,003,740 ",,
084,제당 및 전분,130 ,89 ,27 ,120 ,"11,647 ",15 ,101 ,69 ,4 ,2 ,0 ,114 ,"180,586 ","8,281 ","1,503 ","861,056 ","455,961 ","353,983 ","510,246 ","252,462 ","39,205 ","259,362 ",166 ,9 ,39 ,21 ,48 ,56 ,14 ,64 ,22 ,3 ,"21,394 ","5,313 ",156 ,24 ,201 ,12 ,106 ,32 ,263 ,27 ,"80,395 ","1,521 ",43 ,361 ,843 ,55 ,181 ,5 ,28 ,27 ,17 ,12 ,71 ,53 ,35 ,118 ,10 ,34 ,74 ,76 ,14 ,142 ,56 ,102 ,561 ,118 ,25 ,22 ,23 ,113 ,70 ,24 ,27 ,7 ,10 ,62 ,22 ,18 ,24 ,38 ,11 ,17 ,34 ,27 ,46 ,22 ,19 ,27 ,33 ,114 ,81 ,27 ,3 ,32 ,47 ,4 ,8 ,5 ,54 ,37 ,"3,604 ",73 ,39 ,94 ,34 ,"1,911 ",0 ,19 ,43 ,55 ,43 ,53 ,53 ,41 ,27 ,"5,819 ",16 ,46 ,129 ,11 ,157 ,178 ,11 ,78 ,6 ,28 ,"389,062 ",102 ,163 ,253 ,64 ,51 ,701 ,122 ,28 ,53 ,185 ,295 ,114 ,48 ,0 ,49 ,202 ,"4,354 ",938 ,63 ,92 ,588 ,99 ,46 ,168 ,857 ,"7,700 ",144 ,"29,676 ",484 ,"30,579 ",163 ,363 ,"3,908 ",54 ,177 ,"2,349 ","3,535,880 ","239,024 ",0 ,0 ,0 ,"14,297 ",0 ,"281,948 ","535,269 ","4,071,149 ","2,656,236 ","1,379,203 ","35,710 ","1,414,913 ",0 ,0 ," 4,071,149 ",,
085,"떡, 과자 및 면류",762 ,656 ,177 ,425 ,"1,094 ",598 ,"4,698 ",740 ,27 ,3 ,2 ,"1,023 ","99,321 ","4,938 ",342 ,"1,958 ","139,606 ","1,234 ","137,113 ","1,056 ","1,167 ","2,277 ",106 ,94 ,424 ,587 ,522 ,712 ,181 ,"1,232 ",430 ,17 ,929 ,"1,347 ","1,334 ",313 ,"6,663 ",337 ,"1,078 ",607 ,"10,846 ",244 ,"4,026 ",303 ,580 ,"1,038 ",403 ,"1,168 ","4,978 ",43 ,365 ,337 ,264 ,91 ,"1,199 ","1,394 ",202 ,"11,959 ",285 ,618 ,"1,543 ","1,764 ",504 ,"2,772 ","2,540 ","2,056 ","6,454 ","1,001 ",67 ,41 ,237 ,178 ,399 ,182 ,659 ,58 ,157 ,770 ,69 ,458 ,331 ,747 ,244 ,"2,414 ",309 ,641 ,815 ,409 ,354 ,317 ,646 ,"1,790 ",714 ,"1,033 ",27 ,"1,096 ",51 ,53 ,33 ,89 ,686 ,585 ,"21,756 ","1,409 ","1,493 ","3,397 ",411 ,"10,831 ","7,078 ",366 ,498 ,476 ,673 ,507 ,453 ,452 ,148 ,"273,042 ",16 ,854 ,"3,340 ",497 ,"15,107 ","7,175 ","3,975 ","9,724 ",75 ,"1,859 ","2,403,888 ","34,131 ","2,671 ","2,463 ",853 ,"1,372 ","23,455 ","5,693 ",386 ,"2,743 ","7,907 ","5,540 ","5,211 ","3,684 ",0 ,332 ,"4,952 ","53,647 ","235,801 ","1,310 ","1,828 ","19,777 ","4,731 ","2,549 ","31,413 ","57,895 ","76,914 ","1,711 ","184,874 ","25,941 ","105,590 ","10,579 ","50,373 ","188,831 ","1,710 ","24,668 ",751 ,"4,443,552 ","8,139,913 ",0 ,0 ,0 ,"16,666 ",0 ,"1,464,178 ","9,620,757 ","14,064,309 ","12,515,979 ","1,403,681 ","144,649 ","1,548,330 ",0 ,0 ," 14,064,309 ",,
086,조미료 및 유지,384 ,280 ,325 ,"2,684 ","1,075 ",42 ,473 ,241 ,3 ,1 ,1 ,350 ,"385,628 ","200,117 ",83 ,"9,600 ","1,235,509 ","1,326,638 ","948,938 ","1,641,411 ","61,944 ","157,765 ",70 ,51 ,134 ,93 ,242 ,221 ,541 ,193 ,87 ,0 ,100 ,399 ,495 ,67 ,"-9,961 ","1,349 ","124,210 ",491 ,"1,072 ",84 ,"38,568 ","11,313 ","13,201 ","556,293 ","284,769 ",198 ,"9,234 ",29 ,92 ,83 ,99 ,43 ,227 ,391 ,113 ,395 ,51 ,157 ,246 ,430 ,48 ,"1,649 ","2,848 ",563 ,"2,284 ",413 ,48 ,26 ,52 ,70 ,126 ,42 ,111 ,32 ,40 ,223 ,27 ,80 ,99 ,139 ,204 ,229 ,119 ,147 ,183 ,134 ,80 ,96 ,319 ,418 ,"1,168 ",202 ,5 ,-194 ,"-16,114 ",15 ,"-8,146 ",7 ,191 ,273 ,"18,504 ","408,075 ",112 ,270 ,110 ,"5,501 ","-77,839 ",132 ,300 ,325 ,186 ,181 ,198 ,130 ,152 ,"161,664 ",19 ,331 ,603 ,55 ,491 ,541 ,41 ,279 ,22 ,92 ,"2,945,605 ","3,321 ",602 ,812 ,102 ,230 ,"2,338 ",382 ,217 ,173 ,709 ,998 ,565 ,190 ,0 ,310 ,587 ,"27,961 ","2,977 ",235 ,418 ,"1,944 ",300 ,220 ,539 ,"2,692 ","53,716 ",494 ,"135,421 ","-20,966 ","168,735 ",517 ,"12,478 ","11,649 ",363 ,541 ,"9,836 ","10,885,304 ","2,957,348 ",0 ,0 ,0 ,"-41,929 ",0 ,"699,573 ","3,614,992 ","14,500,296 ","10,995,539 ","3,382,205 ","122,552 ","3,504,757 ",0 ,0 ," 14,500,296 ",,
087,기타 식료품,"2,992 ","2,115 ",626 ,"1,760 ","2,672 ",437 ,"5,128 ","6,790 ",53 ,11 ,11 ,"5,435 ","455,931 ","77,888 ","1,258 ","1,712 ","648,869 ","749,211 ","1,716,616 ","109,621 ","51,637 ","1,497,634 ","2,836 ",434 ,"2,228 ","2,181 ","1,739 ","4,588 ",962 ,"3,413 ","1,525 ",65 ,"2,584 ","4,872 ","9,386 ",530 ,"17,396 ","2,849 ","15,238 ","3,306 ","45,724 ","1,825 ","77,514 ","1,493 ","3,878 ","31,859 ","1,423 ","4,094 ","17,401 ",230 ,"1,008 ","1,162 ","1,023 ",402 ,"6,198 ","5,673 ",765 ,"10,996 ",556 ,"2,315 ","7,382 ","7,902 ","1,102 ","8,206 ","5,237 ","5,996 ","18,226 ","5,636 ",604 ,128 ,"1,011 ",272 ,"1,047 ",649 ,"2,610 ",181 ,682 ,"3,507 ",259 ,927 ,"1,361 ","2,668 ",979 ,"6,382 ","1,206 ","1,867 ","2,861 ","1,269 ","1,045 ","1,500 ","3,640 ","6,065 ","2,791 ","2,567 ",158 ,"4,011 ",186 ,185 ,342 ,479 ,"2,249 ","1,261 ","175,511 ","10,214 ","1,755 ","7,868 ","2,559 ","47,477 ","11,570 ",791 ,"1,725 ","1,799 ","2,280 ","1,286 ","2,494 ","1,522 ",831 ,"723,692 ",109 ,"2,403 ","6,518 ",561 ,"36,807 ","14,923 ","9,989 ","23,331 ",223 ,"4,960 ","5,998,372 ","117,522 ","10,095 ","5,156 ","1,195 ","4,225 ","25,701 ","7,908 ","1,442 ","10,156 ","23,084 ","21,375 ","14,577 ","16,085 ",0 ,"1,075 ","7,925 ","240,485 ","152,840 ","3,993 ","6,953 ","28,390 ","13,300 ","4,521 ","49,252 ","124,098 ","155,391 ","4,018 ","313,435 ","256,526 ","218,444 ","18,756 ","51,237 ","314,687 ","4,257 ","18,998 ","16,483 ","15,101,869 ","15,412,797 ",0 ,0 ,0 ,"88,592 ",0 ,"1,731,958 ","17,233,347 ","32,335,216 ","25,241,051 ","6,421,179 ","672,986 ","7,094,165 ",0 ,0 ," 32,335,216 ",,
088,사료,"2,253 ","2,695 ",35 ,"3,926,605 ","5,114,380 ",20 ,"302,700 ",91 ,3 ,1 ,2 ,147 ,72 ,18 ,31 ,45 ,127 ,179 ,105 ,"580,674 ",100 ,23 ,27 ,12 ,50 ,27 ,61 ,79 ,16 ,86 ,26 ,5 ,41 ,128 ,202 ,30 ,263 ,16 ,85 ,43 ,338 ,35 ,"11,212 ",31 ,54 ,74 ,26 ,69 ,235 ,7 ,37 ,26 ,22 ,15 ,90 ,81 ,45 ,166 ,14 ,44 ,93 ,101 ,33 ,221 ,71 ,132 ,724 ,151 ,7 ,4 ,17 ,186 ,115 ,12 ,35 ,8 ,13 ,81 ,3 ,24 ,34 ,50 ,15 ,21 ,44 ,35 ,59 ,25 ,25 ,35 ,42 ,145 ,98 ,32 ,2 ,41 ,8 ,4 ,4 ,5 ,71 ,41 ,277 ,84 ,50 ,122 ,41 ,"2,353 ",1 ,654 ,53 ,70 ,53 ,67 ,65 ,37 ,34 ,"56,011 ",3 ,57 ,36 ,14 ,203 ,230 ,14 ,100 ,8 ,36 ,361 ,131 ,355 ,327 ,18 ,67 ,"1,354 ","1,293 ",33 ,"1,454 ",220 ,352 ,137 ,58 ,0 ,64 ,255 ,"6,004 ","3,042 ",81 ,116 ,"24,235 ",139 ,"32,951 ",216 ,"1,102 ","20,808 ",180 ,909 ,"83,167 ","1,760 ","134,057 ","694,134 ","4,672 ",69 ,"4,351 ",270 ,"11,026,406 ","920,351 ",0 ,0 ,0 ,"31,822 ",0 ,"171,418 ","1,123,591 ","12,149,997 ","11,381,447 ","759,643 ","8,907 ","768,550 ",0 ,0 ," 12,149,997 ",,
091,주류,103 ,133 ,39 ,108 ,121 ,33 ,208 ,115 ,4 ,4 ,0 ,188 ,292 ,"3,337 ",32 ,52 ,"18,111 ","40,987 ","50,941 ","184,949 ","1,033,999 ",27 ,169 ,14 ,64 ,31 ,89 ,102 ,27 ,80 ,40 ,2 ,47 ,158 ,239 ,36 ,307 ,24 ,98 ,46 ,402 ,43 ,402 ,38 ,60 ,88 ,32 ,83 ,851 ,26 ,42 ,54 ,79 ,19 ,107 ,82 ,66 ,196 ,14 ,53 ,112 ,126 ,22 ,220 ,88 ,154 ,858 ,185 ,71 ,27 ,29 ,131 ,122 ,34 ,42 ,30 ,16 ,101 ,24 ,27 ,36 ,66 ,20 ,27 ,55 ,41 ,69 ,114 ,30 ,43 ,49 ,173 ,158 ,40 ,4 ,60 ,53 ,14 ,10 ,6 ,90 ,59 ,"10,702 ",105 ,56 ,166 ,47 ,"3,070 ",4 ,29 ,65 ,83 ,64 ,104 ,83 ,57 ,38 ,"248,067 ",18 ,65 ,151 ,13 ,244 ,273 ,17 ,118 ,13 ,41 ,"6,210,266 ",157 ,248 ,389 ,82 ,76 ,"2,625 ",192 ,43 ,167 ,911 ,857 ,636 ,402 ,0 ,72 ,303 ,"9,601 ","5,093 ",339 ,478 ,"3,764 ",158 ,"5,318 ",547 ,"1,307 ","37,919 ",240 ,"262,081 ",736 ,"1,265 ",255 ,506 ,"5,947 ",97 ,261 ,788 ,"8,159,548 ","2,745,453 ",0 ,0 ,0 ,"-52,200 ",0 ,"345,094 ","3,038,347 ","11,197,895 ","8,782,843 ","1,695,535 ","719,517 ","2,415,052 ",0 ,0 ," 11,197,895 ",,
092,비알콜음료 및 얼음,"1,299 ","1,134 ",267 ,"1,218 ","2,142 ",412 ,"63,952 ","2,743 ",9 ,3 ,17 ,"2,364 ","2,240 ","1,747 ",431 ,"1,198 ","1,926 ",203 ,"29,979 ",408 ,106 ,"2,980 ",30 ,166 ,923 ,"1,034 ",496 ,"2,626 ",422 ,"1,360 ",718 ,10 ,"1,226 ","1,966 ","4,963 ",70 ,"7,658 ","1,191 ","4,209 ","1,623 ","16,544 ",553 ,"3,667 ",511 ,"1,653 ","2,162 ",573 ,"1,873 ","8,571 ",86 ,322 ,379 ,375 ,107 ,"1,580 ","1,891 ",97 ,"3,206 ",136 ,691 ,"3,219 ","2,557 ",320 ,"2,550 ","1,659 ","1,473 ","3,856 ","2,671 ",23 ,3 ,373 ,95 ,301 ,235 ,569 ,81 ,126 ,745 ,93 ,298 ,285 ,"1,526 ",301 ,"2,439 ",263 ,598 ,854 ,346 ,322 ,377 ,760 ,"1,713 ",617 ,"1,220 ",186 ,"1,430 ",47 ,133 ,81 ,41 ,980 ,491 ,"10,702 ","5,751 ","2,629 ","1,241 ","1,303 ","12,588 ","8,348 ",361 ,486 ,512 ,824 ,718 ,650 ,418 ,269 ,"341,833 ",44 ,448 ,"2,931 ",95 ,"25,608 ","7,465 ","11,483 ","12,945 ",78 ,"3,223 ","2,131,986 ","127,195 ",603 ,"1,146 ",533 ,"1,581 ","36,337 ","6,632 ",452 ,"4,922 ","12,169 ","7,073 ","9,308 ","4,692 ",0 ,113 ,"2,109 ","12,037 ","161,806 ",980 ,854 ,"10,611 ","7,149 ","5,528 ","48,617 ","50,554 ","33,388 ","2,513 ","142,092 ","13,869 ","24,133 ","5,830 ","29,852 ","226,077 ","3,248 ","38,873 ",407 ,"3,846,925 ","3,007,036 ",0 ,0 ,0 ,"51,556 ",0 ,"565,502 ","3,624,094 ","7,471,019 ","7,257,081 ","194,325 ","19,613 ","213,938 ",0 ,0 ," 7,471,019 ",,
100,담배,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"316,519 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"13,320 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"329,839 ","9,954,113 ",0 ,0 ,0 ,"92,845 ",0 ,"1,251,341 ","11,298,299 ","11,628,138 ","10,736,284 ","588,018 ","303,836 ","891,854 ",0 ,0 ," 11,628,138 ",,
